小区名,否,是
越秀滨海新城,0.0,19576.8
越秀滨海珺城,0.0,24451.5
跑马地花园,0.0,57872.0
跑马地花园三期,0.0,40865.0
路劲隽悦豪庭一期,0.0,14851.0
辉洋苑,0.0,40723.0
远东大厦,0.0,67247.0
远景新苑,15880.0,0.0
远洋明苑,0.0,41528.0
逸泉映翠,8483.0,0.0
逸涛雅苑,0.0,14909.5
逸雅居,0.0,65074.0
邦华星际广场二期,0.0,14038.0
都市兰亭花园,57605.5,51690.0
都市华庭(天河),67820.0,0.0
都市品格,0.0,25220.0
金地荔湖城公园上城,0.0,9924.142857142857
金地香山湖,0.0,9090.4
金城花园,0.0,19112.0
金域蓝湾,0.0,39869.5
金宇花园,0.0,27189.0
金山谷,0.0,61631.0
金山谷八期,0.0,27749.0
金山谷四期,37345.0,38163.75
金晖明园,0.0,20122.0
金沙湾花园,17890.0,0.0
金河湾家园,12507.0,0.0
金泉山庄,0.0,36572.0
金泽华庭,10787.0,10278.0
金泽花园,0.0,11373.0
金泽豪庭一期,14266.0,15634.111111111111
金海岸花园聚湖,31371.0,0.0
金海岸花园观海,0.0,30595.0
金海岸花园金石碧苑,0.0,24325.0
金海花园,0.0,75458.0
金湖花园,0.0,43560.0
金湖雅苑,18273.0,22130.5
金满花园,0.0,17750.0
金田花苑,0.0,63384.857142857145
金盈居,42518.0,0.0
金碧世纪花园,39179.666666666664,40838.666666666664
金碧华府,0.0,132874.0
金碧御水山庄,0.0,8716.5
金碧新城,0.0,29083.333333333332
金碧湾,0.0,67236.0
金碧花园第一金碧,35855.0,0.0
金碧雅苑,0.0,36744.28571428572
金碧领秀国际,0.0,40472.0
金穗雅园,0.0,54852.0
金色港湾,0.0,10776.0
金花小区,0.0,37152.5
金迪城市花园,0.0,24512.0
金逸雅居,0.0,41650.0
金道花园,0.0,22256.0
金雅苑,46915.0,46105.0
金马香颂居,10329.0,12313.0
鑫润花园,13797.0,18941.0
鑫隆世家,0.0,18313.5
钟村商贸城,14889.0,0.0
银星花园,0.0,16889.0
银汇华庭,0.0,69585.0
银燕大厦,0.0,25487.0
银菊花小区,0.0,14808.0
锦丽居,0.0,44999.0
锦尚名苑,0.0,18507.0
锦尚蓬莱苑,0.0,21168.0
锦林山庄,0.0,32378.0
锦绣半山御景,0.0,11610.0
锦绣半岛东区,27914.0,27821.666666666668
锦绣御景国际二期,12531.0,13597.0
锦绣御景国际四期,0.0,13040.333333333334
锦绣新天地,12333.0,12363.8
锦绣趣园,0.0,22821.5
锦绣银湾,0.0,30524.0
锦绣香江山水园,0.0,36320.0
锦绣香江花园山水华府,37714.0,0.0
锦绣香江花园第8期,0.0,55979.0
阳光假日园,55874.0,56061.0
阳光城丽景湾,0.0,13914.2
阳光城悦然府,0.0,19638.8
阳光城熙然府,0.0,19732.75
陶瓷大厦,0.0,41070.0
隆基怡苑,0.0,34878.0
隆康花园,0.0,42837.0
隽园,0.0,92472.0
隽峰苑,118316.0,0.0
雅图花园,7011.0,0.0
雅宝新城,0.0,13096.6
雅居乐七里海,0.0,20163.0
雅居乐万科热橙,0.0,13130.5
雅居乐剑桥汇,0.0,40647.0
雅居乐君域公馆,0.0,21280.0
雅居乐富春山居,0.0,42105.25
雅居乐小院流溪,0.0,10501.0
雅居乐海珠小雅,0.0,53249.0
雅居乐花园一尺山居,0.0,33947.6
雅居乐花园雅悦庭,0.0,34259.0
雅居乐花园雅湖居,0.0,54745.0
雅居乐锦城花冠集,0.0,15610.5
雅居乐锦城花漾集,0.0,14164.0
雅居乐锦城花锦集,15766.0,0.0
雅居乐锦城花间集,13865.0,0.0
雅居乐锦官城雍容南台,0.0,26154.0
雅居乐雍华廷二期,0.0,22016.0
雅怡居,32045.0,33609.0
雅景苑,0.0,35008.0
雅郡花园,0.0,67397.0
雅骏花园,0.0,27349.0
雪域澜庭A2区,0.0,20465.0
顺华名庭,32415.0,0.0
顺德碧桂园芷兰湾,12833.0,0.0
顺景雅苑,40399.0,0.0
颐和上院二期,0.0,41338.0
颐和盛世,0.0,6746.0
风神花园,0.0,10157.0
飞晟文汇,0.0,13942.0
香缤豪庭,0.0,28156.0
骏兴楼,0.0,16747.0
骏威广场,17845.0,15033.0
骏威锦东花园A区,0.0,25598.0
骏威锦东花园B区,0.0,19665.0
骏威锦东花园C区,0.0,23040.0
骏景花园,54259.75,55857.6
高德公馆,0.0,75148.0
鸿图苑,20436.0,28513.0
鸿城花园,0.0,20038.0
鸿新苑,28764.0,0.0
鸿禧华庭,0.0,34570.5
鸿运花园,0.0,35546.0
鹤林苑,0.0,30559.0
麓苑路35号大院,42719.0,0.0
黄埔万科中心,0.0,15998.25
黄埔新村一期,0.0,26097.0
黄埔新村黄埔雅苑,35933.0,36471.0
黄埔花园,41185.0,43365.0
黄石小区,0.0,32957.0
黄石花园,0.0,17968.0
齐富阁,0.0,25225.0
龙光峰景华庭,24135.666666666668,0.0
龙光棕榈水岸南区,0.0,31919.0
龙口花苑,0.0,56639.0
龙湖首开天宸原著,0.0,66763.0
龙湾贰号,0.0,28674.0
龙苑大厦,0.0,42012.0
